Revenue
12931.7
Rack/Week,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
45,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,,,7,7,7,7,E,,
46,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
47,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
48,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
49,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
50,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
51,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,,,7,7,7,7,E,,
52,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,,,,,,
53,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,,8,8,8,8,8,8,8,8,8,E,3,3,3,3,E,,,,
54,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,,,,,,
55,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,,8,8,8,8,8,8,8,8,8,E,3,3,3,3,E,,,,
56,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
57,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,,,,,,,3,3,3,3,E,3,3,3,3,E,,,,
58,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
59,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
60,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
61,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,,,7,7,7,7,E,,
62,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
63,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,,,7,7,7,7,E,,
64,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,16,16,16,16,E,17,17,17,E
65,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,3,3,3,3,E,3,3,3,3,E
66,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
67,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,3,3,3,3,E,3,3,3,3,E
68,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,,,,,,,,,,,,,,
69,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,,,,,,,3,3,3,3,E,3,3,3,3,E,,,,
70,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
71,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
72,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
73,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,,,7,7,7,7,E,,
74,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
75,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,,,7,7,7,7,E,,
76,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,,,,,,
77,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,,,7,7,7,7,E,,
78,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,,,,,,
79,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,,8,8,8,8,8,8,8,8,8,E,3,3,3,3,E,,,,
80,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
81,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
82,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
83,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
84,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
85,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,,,7,7,7,7,E,,
86,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
87,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
88,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
89,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,,,7,7,7,7,E,,
90,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,16,16,16,16,E,17,17,17,E
91,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,3,3,3,3,E,3,3,3,3,E
92,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
93,17,17,17,E,15,15,15,E,15,15,15,E,,,15,15,15,E,15,15,15,E,15,15,15,E,3,3,3,3,E,,,7,7,7,7,E,,
94,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
95,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
96,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
97,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
98,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
99,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
100,17,17,17,E,15,15,15,E,15,15,15,E,15,15,15,E,15,15,15,E,15,15,15,E,15,15,15,E,,,,16,16,16,16,E,17,17,17,E
101,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,,,7,7,7,7,E,,
102,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,16,16,16,16,E,17,17,17,E
103,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,,8,8,8,8,8,8,8,8,8,E,3,3,3,3,E,,,,
104,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,,,,,,
105,17,17,17,E,15,15,15,E,15,15,15,E,15,15,15,E,15,15,15,E,15,15,15,E,15,15,15,E,,15,15,15,E,7,7,7,7,E,,
106,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
107,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,,,7,7,7,7,E,,
108,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
109,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,,,7,7,7,7,E,,
110,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
111,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,,,7,7,7,7,E,,
112,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
113,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,,,7,7,7,7,E,,
114,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,,,,,,
115,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,,,7,7,7,7,E,,
116,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,,,,,8,8,8,8,8,8,8,8,8,E
117,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,,,,,,,3,3,3,3,E,3,3,3,3,E,,,,
118,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
119,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
120,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
121,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
122,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
123,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
124,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
125,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
126,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,,,,,,
127,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,,,7,7,7,7,E,,
128,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,16,16,16,16,E,17,17,17,E
129,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,,8,8,8,8,8,8,8,8,8,E,3,3,3,3,E,,,,
130,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,,,,,,
131,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,,8,8,8,8,8,8,8,8,8,E,3,3,3,3,E,,,,
132,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
133,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,,,7,7,7,7,E,,
134,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
135,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
136,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
137,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
138,17,17,17,E,15,15,15,E,15,15,15,E,15,15,15,E,15,15,15,E,15,15,15,E,15,15,15,E,,,,16,16,16,16,E,17,17,17,E
139,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,,8,8,8,8,8,8,8,8,8,E,3,3,3,3,E,,,,
140,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,16,16,16,16,E,17,17,17,E
141,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,3,3,3,3,E,3,3,3,3,E
142,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,,,,,8,8,8,8,8,8,8,8,8,E
143,17,17,17,E,15,15,15,E,15,15,15,E,,,15,15,15,E,15,15,15,E,15,15,15,E,3,3,3,3,E,,,7,7,7,7,E,,
144,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
145,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,,,7,7,7,7,E,,
146,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
147,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,,,7,7,7,7,E,,
148,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
149,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
150,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
151,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,,8,8,8,8,8,8,8,8,8,E,3,3,3,3,E,,,,
152,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,16,16,16,16,E,17,17,17,E
153,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,,,7,7,7,7,E,,
154,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,16,16,16,16,E,17,17,17,E
155,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,,8,8,8,8,8,8,8,8,8,E,3,3,3,3,E,,,,
156,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,,,,,,
157,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,,8,8,8,8,8,8,8,8,8,E,3,3,3,3,E,,,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,,,7,7,7,7,E,,
160,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
161,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
162,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
163,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,,,7,7,7,7,E,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,,,7,7,7,7,E,,
166,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,,,,,8,8,8,8,8,8,8,8,8,E
167,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,,,7,7,7,7,E,,
168,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,,,,,8,8,8,8,8,8,8,8,8,E
169,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,,,,,,,3,3,3,3,E,3,3,3,3,E,,,,
170,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E
171,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,,,7,7,7,7,E,,
172,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
173,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
174,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
175,5,5,5,5,E,5,5,5,5,E,5,5,5,5,E,,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,3,3,3,3,E,,,,
176,15,15,15,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,16,16,16,16,E,,,16,16,16,16,E,16,16,16,16,E,17,17,17,E
177,17,17,17,E,15,15,15,E,15,15,15,E,15,15,15,E,15,15,15,E,15,15,15,E,15,15,15,E,,15,15,15,E,7,7,7,7,E,,
178,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,7,7,7,7,E,3,3,3,3,E,3,3,3,3,E,,16,16,16,16,E,17,17,17,E
179,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,8,8,8,8,8,8,8,8,8,E,3,3,3,3,E,3,3,3,3,E
